100,Germany_5y,Germany_10y,Germany_30y,Belgium_5y,Belgium_10y,Belgium_30y,Austria_5y,Austria_10y,Austria_30y,Netherlands_5y,Netherlands_10y,Netherlands_30y,France_5y,France_10y,France_30y,Spain_5y,Spain_10y,Spain_30y,Italy_5y,Italy_10y,Italy_30y
11/14/2017,-33.3,39.6,128.5,-26.3,60.5,173,-24,53.2,153.8,-38.9,49.3,128.6,-38.9,49.3,128.6,19.5,152.8,281.1,58.2,182.2,300.2
11/15/2017,-34.8,37.5,126.1,-28.5,58.3,169.8,-26,51.3,151.8,-40.2,47.4,126.2,-40.2,47.4,126.2,21.3,154.4,282.8,58.9,182.9,301.5
11/16/2017,-34.4,37.5,126.2,-28.8,58.2,169.6,-26,51,151.6,-40,47,126.2,-40,47,126.2,22.7,153.5,282.4,59.8,183.3,302.7
11/17/2017,-35.2,35.9,123.8,-28.8,57.3,168.1,-27,49.3,149.4,-40.8,45.3,123.7,-40.8,45.3,123.7,37.8,154.8,283.6,57.9,183,302.2
11/20/2017,-34.7,36.1,123.2,-28.6,57.3,165.4,-27,49.6,148.8,-40.7,45.2,123,-40.7,45.2,123,37,150.8,279.4,56.6,180,298.7
11/21/2017,-35,34.9,119.6,-29,56,161.3,-28,48.3,145.4,-40.9,43.6,119.3,-40.9,43.6,119.3,34.5,147.2,273.3,54.6,177.1,294.5
11/22/2017,-33.7,34.8,118,-27.7,55.4,158.4,-27,48.7,143.9,-39.4,43.9,117.7,-39.4,43.9,117.7,32.8,144.6,270.8,54.3,175.5,292.1
11/23/2017,-33.3,34.6,117.4,-26.8,56.3,159,-26,48.9,143.3,-38.7,44.6,117.2,-38.7,44.6,117.2,33.3,145.8,271.7,55.6,177.3,293.6
11/24/2017,-32.8,35.9,119.3,-26.1,58.2,161.2,-26,50.4,145.5,-38.4,46.8,119.1,-38.4,46.8,119.1,33.8,147.9,273,56.6,180.7,296.2
11/27/2017,-34.4,34,117.5,-28.4,55.8,159,-28,48.4,143.9,-40.1,44.9,117.4,-40.1,44.9,117.4,34.6,146.8,273,53.8,177.9,294.5
11/28/2017,-34.2,33.8,117.7,-28.5,55.7,159.5,-28,48.2,143.9,-39.8,44.7,117.5,-39.8,44.7,117.5,33.3,145.5,272.6,52.4,177.3,294.3
11/29/2017,-30.1,38.3,121.2,-24.9,59.5,162.9,-24,52.5,147.5,-36.7,48.5,121,-36.7,48.5,121,36.6,147.9,274.5,52.3,178.6,295.8
11/30/2017,-31,36.6,118.6,-26.4,56.6,159.9,-26,50.5,144.8,-37.5,45.9,118.4,-37.5,45.9,118.4,33.4,143.8,270.1,48.3,174.1,290.3
12/1/2017,-35.1,30.4,111.3,-30.7,47.8,151.5,-30,43.9,137.5,-41.1,39.2,111.2,-41.1,39.2,111.2,32.2,141.1,266.1,46.4,171.1,288
12/4/2017,-33.1,34.2,116.5,-29.3,51.8,156.4,-29,47,142.6,-39.6,42.8,116.5,-39.6,42.8,116.5,31.6,140.7,265.8,46.7,171.1,287.7
12/5/2017,-35.8,31.8,113.6,-32,50,153.5,-32,44.4,139.7,-42.5,39.8,113.7,-42.5,39.8,113.7,30.2,140.8,267,44.7,170,286.6
12/6/2017,-38.3,29.4,111.1,-33.6,48.9,151.6,-34,42.3,137.2,-44.2,37.7,111.2,-44.2,37.7,111.2,30.7,142.7,269.1,44.8,172,287.8
12/7/2017,-39.1,29.2,112.8,-34.2,48.4,152.5,-35,42.2,138.2,-44.6,37.9,112.9,-44.6,37.9,112.9,29.2,140.1,266.2,42.5,167.1,285.2
12/8/2017,-36.9,30.5,113.6,-31.4,50,155,-32,43.7,139,-41.9,39.2,113.7,-41.9,39.2,113.7,29.3,139.6,265.5,39.8,164.6,281.9
12/11/2017,-36.6,29.1,111.4,-30.8,48.8,153.3,-29,43.3,136.9,-41.5,38.1,111.4,-41.5,38.1,111.4,30.5,140.8,266.7,40.3,164.9,282.6
12/12/2017,-35.7,31.2,114.5,-30.3,50.5,155.4,-28,45.8,140.1,-40.8,40.4,114.5,-40.8,40.4,114.5,34.1,145.6,271.3,44.5,170,287.9
12/13/2017,-36,31.2,115.1,-29.2,51.8,157.5,-26,46.5,140.8,-40.6,41,115.3,-40.6,41,115.3,34.8,149.2,274.5,51.8,179,296.6
12/14/2017,-34.8,31,112.6,-28.9,50.9,154.7,-25,46.1,138.4,-39.5,40.9,112.9,-39.5,40.9,112.9,29.9,144.2,268.3,51.5,178.7,298.3
12/15/2017,-34,29.9,109.6,-28,49.1,151.8,-24,45.5,135.2,-38.3,40,109.9,-38.3,40,109.9,27.1,145.3,268.5,52,180.7,300
12/18/2017,-33.2,30.7,111.6,-27.5,48.6,151.6,-23,45.9,136.6,-37.8,40.3,111.6,-37.8,40.3,111.6,24.7,142.9,266.9,50.9,179.7,298.6
12/19/2017,-28.2,37.6,119.8,-22.7,56.4,160.5,-18,52.8,144.7,-33.9,47,119.6,-33.9,47,119.6,28.4,147.8,271.2,60.5,190.5,308.6
12/20/2017,-25.4,40.3,122.8,-20.1,59.2,163,-16,55.8,147.1,-31.7,50.6,122.6,-31.7,50.6,122.6,26.7,146.6,269.9,62.4,192.9,309.3
12/21/2017,-23.3,41.5,122.6,-18.4,59.1,162.3,-14,56.8,144.5,-29.9,51.5,122.5,-29.9,51.5,122.5,26.3,145.6,270,60.5,189.7,308.1
12/22/2017,-21.6,41.8,123.2,-17.1,59.5,162.6,-13,56.3,144.4,-28.7,51.5,122.5,-28.7,51.5,122.5,27.9,146.3,272,60.2,190.6,308.4
12/25/2017,-21.6,41.8,123.2,-17.1,59.5,162.6,-13,56.3,144.4,-28.7,51.5,122.5,-28.7,51.5,122.5,27.9,146.3,272,60.2,190.6,308.4
12/26/2017,-21.6,41.8,123.2,-17.1,59.5,162.6,-13,56.3,144.4,-28.7,51.5,122.5,-28.7,51.5,122.5,27.9,146.3,272,60.2,190.6,308.4
12/27/2017,-23.5,37.9,119.4,-18.9,57,160.7,-15,51.2,139.7,-30.1,47.7,119.3,-30.1,47.7,119.3,29.2,145.4,270.9,63.2,191.3,309.8
12/28/2017,-20.6,42,123.8,-15.5,61.5,165.9,-12,56.2,143.6,-27.6,52,123.3,-27.6,52,123.3,34.6,151.1,276.5,69.6,195,315
12/29/2017,-20.7,42.3,125.7,-15.8,62.5,168.5,-13,56.3,144.4,-27.7,52.2,125.3,-27.7,52.2,125.3,37,155.8,283.8,73.1,200.5,320.1
1/1/2018,-20.7,42.3,125.7,-15.8,62.5,168.5,-13,56.3,144.4,-27.7,52.2,125.3,-27.7,52.2,125.3,37,155.8,283.8,73.1,200.5,320.1
1/2/2018,-19.1,46.4,130.9,-12.7,67.7,172.7,-10,60.5,150.1,-25.5,56.4,130.4,-25.5,56.4,130.4,41,160.3,289.1,77.7,208.9,330.2
1/3/2018,-20.9,43.8,126.7,-15,65.1,168.9,-13,58.4,146,-27.8,53.4,126.1,-27.8,53.4,126.1,37.6,158.4,287,72.5,205.9,326.9
1/4/2018,-21,43.2,125.6,-15.1,64.4,167.4,-13,57.9,145.3,-27.4,52.9,125,-27.4,52.9,125,34,153.2,282.6,67,200.9,323.7
1/5/2018,-21,43.6,126.9,-15.1,65.3,168.8,-13,58.8,147.1,-27.3,53.3,126.1,-27.3,53.3,126.1,31.9,151.1,278.8,65.2,200,320.8
1/8/2018,-22,42.9,126.5,-16,64.7,169.3,-14,57.9,147.5,-27.7,52.6,125.7,-27.7,52.6,125.7,28.9,147.4,274.6,64.2,197.9,318.7
1/9/2018,-20.1,46.4,131.4,-14.1,68.4,173.4,-12,60.8,154,-25.5,55.9,130.4,-25.5,55.9,130.4,31.5,150.5,276.8,68.2,202.9,323.9
1/10/2018,-19.6,54,132.1,-13.7,68.2,173,-11,61.8,153.5,-25.3,56.6,130.9,-25.3,56.6,130.9,36,154.2,281.1,68,203.2,321.8
1/11/2018,-13.3,57.9,133.7,-7.5,72.5,173.7,-4,66.3,155.4,-19.6,60.8,132.4,-19.6,60.8,132.4,36.8,152.8,279.5,70.7,204.3,319.6
1/12/2018,-12.4,57.7,131.9,-6.7,72.2,171.2,-5,66.3,153.5,-18.8,60.7,130.8,-18.8,60.7,130.8,36.1,149.2,272.6,67.4,197.6,310.5
1/15/2018,-12.4,58.4,133.6,-7,72.2,173,-5,67.2,155.2,-18.7,61.5,132.5,-18.7,61.5,132.5,37.7,152.3,277.8,67.6,199.5,315.9
1/16/2018,-12.8,55.9,128.8,-7.7,69.9,169.5,-5,64.8,150.6,-19,59.2,127.9,-19,59.2,127.9,36.1,149.1,274.2,64.5,196.2,312
1/17/2018,-13,56,128.6,-7.6,69.3,168.9,-5,65.3,150.8,-19,59.3,128,-19,59.3,128,36.1,149.4,273.1,67.8,199.4,312.5
1/18/2018,-13.1,57,130.6,-7.4,70.2,171,-5,66.2,152.5,-19,60.6,130.1,-19,60.6,130.1,33.8,148.4,269.5,66.4,198.2,311.5
1/19/2018,-14.3,56.6,131.9,-8.5,70,171.6,-6,65.2,153.8,-20.1,60.3,131.4,-20.1,60.3,131.4,31,143.6,264,65.6,195.5,309.4
1/22/2018,-14.8,56.5,130.9,-8.3,70.4,171.1,-6,65.3,152.9,-20.3,60.5,130.4,-20.3,60.5,130.4,28,138.6,259.2,61.9,191.6,305.7
1/23/2018,-14.2,55.9,129.9,-7.2,69.9,170.6,-5,66,152.3,-19.8,60.4,129.4,-19.8,60.4,129.4,27.4,135.2,255.3,59.7,188.2,301.5
1/24/2018,-12.3,58.6,132.2,-5.7,71.6,172.5,-2,69.1,155.1,-18.5,62.8,131.7,-18.5,62.8,131.7,28.3,135.2,256,60.6,190.2,302.1
1/25/2018,-8,60.9,129.9,-1.5,74.1,170.9,2,71.2,152.7,-14.9,64.9,129.6,-14.9,64.9,129.6,33.5,140.5,259.2,65.5,195.7,304.1
1/26/2018,-3.9,62.6,128.1,2.4,76.8,169.5,6,73.5,150.8,-11,66.8,127.6,-11,66.8,127.6,37,140.3,257.4,71.2,200.1,305.9
1/29/2018,-0.6,69.1,134.7,4.7,82.9,174,9,79.5,157.7,-8,73.4,134.5,-8,73.4,134.5,38.2,141.3,255.3,73.9,202,304.1
1/30/2018,-1.8,68,135,3.8,96.1,174.2,8,78.6,158,-8.4,72.1,134.5,-8.4,72.1,134.5,38,140.3,252.9,74.3,202.5,306.1
1/31/2018,10.2,69.5,132.7,5.4,97.2,171.2,10,80.1,155.5,-7,73.3,130.7,-7,73.3,130.7,38.7,142.2,251.1,73.5,202.4,304.3
2/1/2018,9.8,71.8,135.1,4.6,98.7,171.6,9,82.1,157.6,-7.8,75.4,131.8,-7.8,75.4,131.8,35.3,140.2,249,67.7,195.9,298
2/2/2018,12.1,76.5,141,31.6,102.2,171.4,12,86.1,160.2,-6,79.8,136.7,-6,79.8,136.7,38.8,146.4,255.4,73.7,204.2,303.7
2/5/2018,8.5,73.3,138.8,28.2,100,171.1,9,82.3,157.7,-9,77,134.9,-9,77,134.9,36.1,145.2,254.3,70.6,202,304.3
2/6/2018,5.3,69,134.1,25.1,96.4,168.9,6,79,153.5,-13,73.1,131,-13,73.1,131,34.7,141.9,250.3,68.1,198.2,300.3
2/7/2018,9.9,74.2,138,28.5,99.1,168.2,10,83,156.8,-9.6,77,134.8,-9.6,77,134.8,35.3,140.8,246.7,64.3,194.4,296.6
2/8/2018,10.7,75.9,138.5,29.2,100.5,168.9,10,83.5,156.4,-10,77.9,135.8,-10,77.9,135.8,36.9,144.4,250,67.9,198.8,300.1
2/9/2018,9.3,74.1,134.3,28,99.4,167,8,82,152.9,-11.4,76.7,133.3,-11.4,76.7,133.3,36,147.3,253.2,71.7,204.2,304.9
2/12/2018,9.8,75.3,135,28.6,101.2,166.8,9,83.6,154.2,-11.6,78.2,134.6,-11.6,78.2,134.6,34.9,147.5,255.3,69.4,203.1,306.3
2/13/2018,9.4,74.7,137.5,28.9,101.9,172,8,83.9,156,-11.7,78.1,137.4,-11.7,78.1,137.4,38.2,151.8,263.6,74.2,207.9,313.2
2/14/2018,10,75.4,139.4,29.4,101.3,172.3,9,84.8,157.4,-10.8,78.7,139.1,-10.8,78.7,139.1,38.4,150.8,264,73.6,206,310.6
2/15/2018,10.6,76.1,139.4,29.9,102.4,172.8,9,85.6,157.8,-10.2,79.9,139.8,-10.2,79.9,139.8,38.2,150.2,261.7,74.4,206.1,309.6
2/16/2018,7,70.4,135,26.3,97.5,170.7,6,80.2,153.3,-13,75.1,135.5,-13,75.1,135.5,36.9,145.5,257,68.8,198.1,311.3
2/19/2018,8.6,73.2,139.4,28.2,101.5,176.4,7,83.2,157.8,-11.4,78.2,139.2,-11.4,78.2,139.2,38.6,149.8,260.4,71.9,203.7,317.1
2/20/2018,8,73.2,140,27.8,102.9,178.5,7,84.1,159.3,-11.6,78.4,139.9,-11.6,78.4,139.9,41.4,152.4,262.1,73.5,206.5,317.2
2/21/2018,7.5,71.9,138,27.4,102.2,177.1,7,83.8,159.2,-12,77.1,137.9,-12,77.1,137.9,41.7,150.7,261.1,73.6,204.5,314.9
2/22/2018,6.1,70.3,136.8,25.7,100,175.2,5,81.7,157.6,-13.2,75.3,136.8,-13.2,75.3,136.8,41.6,151.2,262.8,76.9,207,317.2
2/23/2018,2.5,65,130.7,22.3,94.5,170,2,76.3,151.5,-16,69.9,130.7,-16,69.9,130.7,42.7,158.8,262,78.1,206.1,315.4
2/26/2018,2.6,65,129.4,22.7,94.8,168.5,2,76.5,150.3,-16,69.8,129.5,-16,69.8,129.5,39.7,154.7,257.2,73.8,201.2,310.9
2/27/2018,4.5,67.6,131.4,24.8,96.4,169.9,4,78.7,151.6,-14.3,71.8,131.7,-14.3,71.8,131.7,40.9,155.6,257.2,73,200,310.6
2/28/2018,2.1,65.3,129.8,22.3,93.7,167.1,20,86.9,149.1,-16.7,69.5,130,-16.7,69.5,130,38.3,153.1,254.2,70.4,197,307.8
3/1/2018,1.2,64.1,129.2,22.3,92.9,166.8,19,86,149.5,-17.8,68.5,129,-17.8,68.5,129,37,149.8,251.7,69.1,194.3,304.6
3/2/2018,1.3,64.8,129.5,23,94.5,168.8,19,86.7,152.2,-17.3,69.4,129.6,-17.3,69.4,129.6,38.6,153.6,255.7,69.9,196.2,306.6
3/5/2018,0.9,64,130.3,21.8,93.6,168.3,19,86.2,153.3,-17.8,68.7,130.2,-17.8,68.7,130.2,36.4,148.9,252.4,70.9,199.7,309.1
3/6/2018,3.9,67.2,132.7,23.5,95.3,170.5,21,86.8,154.3,-14.4,71.4,132.1,-14.4,71.4,132.1,35.1,147.9,251,69.8,199.2,309.6
3/7/2018,3.5,65.3,129.4,22.7,92.9,167.7,20,84.7,151.2,-15,69.1,128.6,-15,69.1,128.6,33,144,247.6,67.9,195.1,305.6
3/8/2018,1.4,62.5,126.8,20,89.7,165.2,18,81.7,148.7,-17.2,66.2,124.9,-17.2,66.2,124.9,31.6,140,243,64.2,198,300.3
3/9/2018,2.5,64.4,129.1,22.4,92.5,169.2,19,83.7,152,-16.5,68.2,126.9,-16.5,68.2,126.9,33.6,142.9,247.3,65.3,200.5,304.6
3/12/2018,0.8,63,127.4,21.4,90.9,167.9,17,82.4,150.6,-17.6,66.8,125.7,-17.6,66.8,125.7,30.6,139.4,244.8,64.6,199.8,305
3/13/2018,0.1,61.7,127.1,21.4,90.2,168.9,17,81.6,151.2,-17.8,65.8,125.9,-17.8,65.8,125.9,30.9,138.8,243.7,64.3,198.8,302.4
3/14/2018,-1.9,59,124.8,19.5,87.1,165.3,15,78.9,149.5,-19.1,75.4,123.8,-19.1,75.4,123.8,31.3,138.9,243.6,66.6,200.8,305.5
3/15/2018,-3.1,57.4,122.7,17.6,85.6,162.7,14,77.5,147.7,-20.2,73.7,121.6,-20.2,73.7,121.6,30.6,137.1,240.5,66.4,198.1,301.8
3/16/2018,-4.1,56.8,121.7,16.6,85.2,161.7,13,76.9,146.2,-21.5,72.8,120.6,-21.5,72.8,120.6,30.3,136.4,238.1,65.1,197.6,300.2
3/19/2018,-4,56.7,121,16.1,85.8,160.9,13,76.5,144.9,-21.6,72.5,120,-21.6,72.5,120,27.6,133.1,233.4,63.3,196,298.8
3/20/2018,-3,58.2,121.5,17.8,86.3,160.4,14,77.3,145.3,-20.6,73.8,120.4,-20.6,73.8,120.4,23.8,130,229.9,58.2,189.3,292.9
3/21/2018,-2.4,59,121.9,18.3,86.9,160.2,14,77.8,145.2,-20.4,74.5,120.9,-20.4,74.5,120.9,25.1,132.5,231.4,60.5,192.7,296
3/22/2018,-7.4,52.7,116.6,13.6,81.3,154.8,10,72.2,139.4,-24.5,68.3,115.7,-24.5,68.3,115.7,22.8,128.1,227.7,56.8,188.2,293.2
3/23/2018,-7.3,52.4,116.4,14.2,81.1,154.2,10,72,138.8,-24.7,67.5,114.8,-24.7,67.5,114.8,20.6,126,224.4,56.2,187.2,292.6
3/26/2018,-7.3,52.1,116.4,13.5,79.8,154.2,9,71.8,138.9,-24.8,67.2,114.8,-24.8,67.2,114.8,20.2,125.1,221.9,59.5,190.8,294.7
3/27/2018,-9.3,50.1,114.3,11.4,76.7,151.7,8,69.6,137,-26.5,65,113.4,-26.5,65,113.4,16.8,122.8,220,54.9,186.9,292.2
3/28/2018,-9.5,50,114.8,11.5,76.6,152.1,8,69.7,137.9,-26.7,64.9,113.9,-26.7,64.9,113.9,13.6,120.4,219.5,51.2,183.7,289.8
3/29/2018,-10.6,49.4,115.4,10,76,153.4,7,69.3,138.7,-27.7,63.7,114.6,-27.7,63.7,114.6,7.2,115.5,215.8,46.6,178.2,285.4
3/30/2018,-10.6,49.4,115.4,10,76,153.4,7,69.3,138.7,-27.7,63.7,114.6,-27.7,63.7,114.6,7.2,115.5,215.8,46.6,178.2,285.5
4/2/2018,-10.6,49.4,115.4,10,76,153.4,7,69.3,138.7,-27.7,63.7,114.6,-27.7,63.7,114.6,7.2,115.5,215.8,46.6,178.2,285.5
4/3/2018,-9.6,49.9,115.2,10.6,77.1,154.7,8,71.1,139.4,-27,64.3,114.6,-27,64.3,114.6,11.1,118.2,218.6,66.1,179,286.3
4/4/2018,-9.9,49.8,115,10.1,76.9,153.9,7,70.5,139.3,-27.1,64.3,114.4,-27.1,64.3,114.4,11.2,115.7,217.3,61,173.8,281.4
4/5/2018,-8.2,52.2,118.1,12.3,80.4,158,9,72.2,142.6,-25.4,66.7,117.7,-25.4,66.7,117.7,15.7,122.4,222.6,64.8,178.8,286.3
4/6/2018,-10.3,49.5,115.9,10.8,78.2,156.3,7,68.9,140.1,-26.9,64.4,115.4,-26.9,64.4,115.4,15.3,122.3,221.6,65.3,178.2,286.5
4/9/2018,-9.2,50.3,116.5,12,79,156.6,8,68.8,139.8,-25.8,65.3,116.1,-25.8,65.3,116.1,15,122.9,222.4,66.6,176.7,285.9
4/10/2018,-7.6,51.3,116.4,13.4,80.9,157.5,9,70.9,140.5,-24.3,66.5,115.9,-24.3,66.5,115.9,18,125.3,231.4,68.6,179.2,286.8
4/11/2018,-8.4,49.7,115.1,12.1,79.1,155.8,7,69.3,139.1,-24.4,64.4,114.4,-24.4,64.4,114.4,19.1,126.3,233.6,68.2,179.9,287.8
4/12/2018,-8.5,51.3,118.3,12.4,79.9,158.4,7,70.8,142.5,-24.7,65.6,117.6,-24.7,65.6,117.6,17.1,124.6,232.3,68.5,180.9,289.6
4/13/2018,-9,50.9,117.9,11.9,78.4,157.3,7,70.6,141.8,-25.2,64.9,117.1,-25.2,64.9,117.1,17.9,123,231.4,66.7,179.3,288.4
4/16/2018,-7.8,52.3,119.3,12.2,78.7,158.2,8,71.2,142.8,-24.3,66.2,118.3,-24.3,66.2,118.3,19.1,123.6,232,67.6,179.8,288.6
4/17/2018,-9.5,50.5,117.1,10.4,76.7,156.3,5,69.3,140.6,-25.5,64.4,116.1,-25.5,64.4,116.1,18.1,121.3,229.2,63.9,175.5,284.3
4/18/2018,-7.1,52.9,118.5,12.6,78.6,156.7,7,71.6,141.8,-23.3,66.7,117.2,-23.3,66.7,117.2,17.6,121,228.6,61,171.2,280
4/19/2018,-1.8,59.8,125.1,17,85.2,162.4,12,78.5,148.3,-19.6,73.7,123.8,-19.6,73.7,123.8,22.2,127.6,233.3,64.9,177.6,285.7
4/20/2018,-3.3,58.8,125.7,15.7,84.2,161.9,11,77.9,149,-20.8,73,124.2,-20.8,73,124.2,20.8,127.2,233.8,64.3,177.3,285.2
4/23/2018,-0.3,63.4,129.7,18.6,87.9,164.9,14,81.6,152.6,-18.3,76.9,128.1,-18.3,76.9,128.1,21.9,130.5,236.8,64.5,179,287
4/24/2018,-0.4,62.9,129,18.3,87.1,163.2,14,80.9,151.8,-18.4,76.5,127.2,-18.4,76.5,127.2,21.3,129.1,236,63.7,176.3,283.2
4/25/2018,0.4,63.1,128.9,19.2,87.8,163.5,14,80.8,151.3,-18.2,76.8,127,-18.2,76.8,127,22.2,129.4,235.9,64.3,177.3,284.5
4/26/2018,-3,59.1,124.9,16.2,84.5,160.3,11,76.9,147.2,-21.6,72.6,123,-21.6,72.6,123,19.9,126.2,233.6,61.8,174.4,282.4
4/27/2018,-4.8,56.9,123.4,14.8,82.1,158.6,9,75,145.5,-23.1,70.5,121.3,-23.1,70.5,121.3,18.3,125.5,232.7,60.7,173.8,282.8
4/30/2018,-6.1,55.7,123,13.9,81.3,158.9,8,74,146,-24.5,69.3,120.9,-24.5,69.3,120.9,19.4,127.4,235.2,64.1,178.2,287.2
5/1/2018,-6.1,55.7,123,13.9,81.3,158.9,8,74,146,-24.5,69.3,120.9,-24.5,69.3,120.9,19.4,127.4,235.2,64.1,178.2,287.2
5/2/2018,-4.4,57.9,125.4,15.3,83.5,162,10,76.3,148.7,-22.6,71.6,123.4,-22.6,71.6,123.4,21.2,130.3,238.6,63.6,178.5,287.9
5/3/2018,-8.8,53,121.7,11.4,79.6,160.3,7,71.7,145,-25.4,67.1,119.9,-25.4,67.1,119.9,17.3,124.6,235.7,60.2,173.5,285.2
5/4/2018,-7.3,54.2,123,12.8,81.3,163.1,8,73.2,146.5,-24.1,68.8,121.6,-24.1,68.8,121.6,19.1,129.1,240.7,64.3,179.3,292.8
5/7/2018,-8.1,52.9,121,12,79.4,161.3,8,72,144.5,-24.4,67.3,119.5,-24.4,67.3,119.5,17.3,126.6,238.7,61.4,175.7,289.3
5/8/2018,-6.1,56,124.5,14.2,83.5,165.7,10,75.6,148.9,-23.3,70.8,123.1,-23.3,70.8,123.1,20,131.4,244,68.3,186.2,298.8
5/9/2018,-6.5,55.7,124.2,13.6,82.4,164.6,9,75.5,148.8,-23.7,70.2,122.8,-23.7,70.2,122.8,19.3,129.6,242.5,69,187.8,298.8
5/10/2018,-6.7,55.5,124,13.7,82.9,164.7,9,75.5,148.5,-23.9,69.7,122.5,-23.9,69.7,122.5,20.3,130.5,243.2,74.5,193,302.6
5/11/2018,-6.2,55.7,123.7,13.6,81.8,163.1,10,75.2,148.1,-23.4,69.4,122.2,-23.4,69.4,122.2,19.2,126.4,239.3,69.8,186.7,298.1
5/14/2018,-1.3,60.9,127.6,18,86.5,166.7,14,80.4,151.9,-19.7,74.4,126,-19.7,74.4,126,23.6,132.5,244.2,75.1,192.4,303.5
5/15/2018,0.8,64.3,131.3,19.8,89.4,169.1,17,83.6,155.4,-17.9,77.6,129.5,-17.9,77.6,129.5,24.9,135,247,78.3,195,306.7
5/16/2018,-3.2,60.4,128.7,16.6,87.4,168.1,13,80.2,152.6,-21.5,74.1,126.9,-21.5,74.1,126.9,28.6,140.5,253.1,93.3,211.2,321
5/17/2018,-0.9,63.7,133.4,18.8,90.1,171.8,15,83.5,157.1,-19.5,77.6,131.4,-19.5,77.6,131.4,28.2,140.2,253.6,90.9,211.1,321.4
5/18/2018,-5.8,57.7,127.7,14.4,86.1,169.2,10,78.4,151.6,-23.4,71.6,125.8,-23.4,71.6,125.8,28.3,143.3,258.3,101.5,222.3,329.7
5/21/2018,-11,52.1,122.3,12.1,84.8,169.5,6,74.9,147.1,-27.9,68.2,121.1,-27.9,68.2,121.1,35,149.9,266.8,118.4,238,340.7
5/22/2018,-8.2,55.8,126.1,13.7,87.9,172.3,9,78.3,151,-25,70.9,124.7,-25,70.9,124.7,30.1,144.9,260.4,111.5,232.3,338
5/23/2018,-13.4,50.5,122.5,10.5,86.2,173.9,6,76.7,153.1,-28.4,66.6,121.7,-28.4,66.6,121.7,28.9,143.7,258.9,120.1,239.5,340.9
5/24/2018,-15.7,47,117.7,7.1,80.9,167.8,3,72.8,150,-30.3,63.3,116.8,-30.3,63.3,116.8,25.3,138.5,256.8,119.2,239.1,335.9
5/25/2018,-22.2,40.3,112.6,2.6,76.1,165.5,-1,69.4,149.5,-34.8,58.1,112.2,-34.8,58.1,112.2,38.9,145.4,260.6,134.5,245.1,335.7
5/28/2018,-28.5,34.1,105.3,1,75.7,165.1,-7,63.3,139.8,-17,52.3,105.3,-17,52.3,105.3,44.2,151.3,267,172.6,267.1,343.1
5/29/2018,-39.3,25.7,99.8,-8.1,71,163.6,-11,61.7,138.8,-25.2,46.6,101,-25.2,46.6,101,49.3,159.9,269.8,300.7,314.8,367.3
5/30/2018,-26.3,36.9,108.2,2.7,75.9,165.5,2,70.4,147.8,-13.1,56.1,108.6,-13.1,56.1,108.6,46.2,151.6,265.3,221.4,287.9,348.9
5/31/2018,-27.5,33.8,102.9,0.5,73.6,161.2,-4,65.1,138.9,-14.5,52.4,101.9,-14.5,52.4,101.9,44.6,148.7,261.4,194.4,277.1,333
6/1/2018,-22.8,38.2,107.5,2.6,77.1,163.6,-4,67.6,142.1,-12.3,55.3,105.9,-12.3,55.3,105.9,33.5,142.7,255,181.3,266.4,332.6
6/4/2018,-20.7,41.6,110.8,3.2,78.5,164.4,-3,68.6,143.5,-10.3,58.7,109,-10.3,58.7,109,20.9,131.7,244.4,155.6,251.8,329.8
6/5/2018,-25.6,36.6,108.5,-0.6,75.4,163.9,-6,65,141.2,-15.1,54.7,107.8,-15.1,54.7,107.8,22.5,138.6,250,183,277.7,347.4
6/6/2018,-16.8,46.2,114.1,9.7,85.6,171.3,2,75.6,147.6,-6,64.9,113.9,-6,64.9,113.9,32,148.6,257.1,217.2,292.2,352.1
6/7/2018,-15.5,48.1,116.4,11,88.1,174.5,4,77.6,150.5,-4.7,66.5,116.2,-4.7,66.5,116.2,31.6,145.7,256.8,237.8,304.5,362.2
6/8/2018,-20,44.6,113.2,9.7,89.1,176.8,1,76.1,149.9,-8.5,63.7,113.8,-8.5,63.7,113.8,33.5,146.1,257,247.9,311.9,359.9
6/11/2018,-14.8,49.1,118.2,12.8,91.2,178.9,7,80.2,154.3,-4.8,67.2,118.5,-4.8,67.2,118.5,29.1,143.5,255,198.8,283,351.4
6/12/2018,-14.2,48.9,117.6,12.3,88.1,176.9,7,79.6,153.7,-5.3,66.2,117.7,-5.3,66.2,117.7,48.5,143.2,255.4,193,284.2,356.7
6/13/2018,-15,48,117.3,9.3,84.6,172.7,4,77,152.8,-6.3,64.8,116.6,-6.3,64.8,116.6,45.9,140.4,253,186.8,279.5,354.9
6/14/2018,-21.7,42.4,116.6,2.9,78.1,170.8,-4,69.4,151.4,-13.4,58.1,115.3,-13.4,58.1,115.3,40.5,134.5,249.8,175.6,273,353.9
6/15/2018,-23.1,40.1,116.3,1.9,74.2,170.5,-5,66.1,149.9,-15,55.8,114.2,-15,55.8,114.2,35.3,129.2,247.8,154.6,260.1,348.5
6/18/2018,-23.9,39.6,117.5,0.6,74,171.7,-6,64.5,151,-16.2,55,115.2,-16.2,55,115.2,30.3,124.8,245.2,142.7,254.7,345.3
6/19/2018,-26.3,37,113.4,-0.2,73.7,170.4,-8,62.6,147.1,-19.4,52.8,112,-19.4,52.8,112,30.3,123.6,244,146.3,255.2,346.1
