100,Germany_5y,Germany_10y,Germany_30y,Belgium_5y,Belgium_10y,Belgium_30y,Austria_5y,Austria_10y,Austria_30y,Netherlands_5y,Netherlands_10y,Netherlands_30y,France_5y,France_10y,France_30y,Spain_5y,Spain_10y,Spain_30y,Italy_5y,Italy_10y,Italy_30y
8/17/2016,-50.5,-5.1,45.4,-45,14.6,101,-44,10.7,76.8,-43.3,4.5,53.4,-43.3,4.5,53.4,11,96.9,203.4,23.4,111.4,214.5
8/18/2016,-52.5,-8.3,40.9,-46.1,12,96.8,-46,7.6,72.2,-45.6,1.4,48.9,-45.6,1.4,48.9,7.7,91.3,197.4,21.1,107.3,210.6
8/19/2016,-49.6,-3.4,46.9,-43.5,17.3,102.6,-43,13.6,78.2,-42.7,6.3,54.8,-42.7,6.3,54.8,9.4,95.2,201,23.8,113.2,214.8
8/22/2016,-52.6,-9.1,40.3,-46.8,11.6,96.2,-46,9.4,71.7,-45.3,1.7,48.3,-45.3,1.7,48.3,8.7,93.2,198.9,22.1,110.2,212.3
8/23/2016,-52.3,-9.7,40,-46,12.1,97.1,-45,9.9,71.5,-44,1.6,48.4,-44,1.6,48.4,6.7,93.2,199.7,22,111.8,213.8
8/24/2016,-51.5,-9.1,41.6,-45.2,12.9,98.9,-44,11,73.5,-43.4,1.9,50.4,-43.4,1.9,50.4,6.6,92.9,198.9,22.5,112.4,214.9
8/25/2016,-50.2,-7.2,44.6,-44.7,14.4,101.4,-43,13.2,76.6,-42.6,3,53.3,-42.6,3,53.3,5.2,91.8,197.8,22.3,113,215.3
8/26/2016,-50.2,-7.3,45.1,-44.2,15.6,103.3,-44,12.9,79,-43.2,2.6,53.8,-43.2,2.6,53.8,7.7,94.2,200.6,22.5,113.2,216
8/29/2016,-51.5,-8.5,44.8,-44.6,15.4,103.6,-45,11.9,79.4,-44.4,2,53.5,-44.4,2,53.5,6.7,93.2,199.7,21.7,111.7,214.3
8/30/2016,-51.8,-9.3,42.3,-44.7,14.6,101.8,-46,12.3,76.5,-43.9,1.7,50.9,-43.9,1.7,50.9,8.8,94.7,202.5,23.1,110.5,213.8
8/31/2016,-50.4,-6.6,45.4,-43.1,17.3,105.2,-45,14.6,79.6,-42.5,3.9,52.9,-42.5,3.9,52.9,13.1,101,210,24.8,114.4,219.2
9/1/2016,-51,-6.8,47.5,-42.9,17.7,107.4,-44,14.6,81.3,-42.7,4.2,55,-42.7,4.2,55,17.6,105.3,215.8,27.7,117.1,223
9/2/2016,-50.2,-4.5,52.8,-42.2,19.1,111,-43,15.5,85.9,-41.3,6.3,60.1,-41.3,6.3,60.1,15.5,102.6,215.2,27,116.9,224.1
9/5/2016,-51.1,-4.9,52.2,-44.3,18.2,110.6,-43,14.1,85.3,-42.4,5.5,59.6,-42.4,5.5,59.6,12.9,100.7,213.7,25.7,115.8,223.1
9/6/2016,-55.9,-11.2,44.3,-49.8,11,101.9,-49,7.1,77.1,-47.6,-1.2,51.7,-47.6,-1.2,51.7,7.4,92.6,205,20.9,108.6,214.6
9/7/2016,-56.8,-11.8,41.5,-50.8,9.8,98.4,-49,5.8,74.2,-48.8,-1.6,48.4,-48.8,-1.6,48.4,8.7,92.8,203.2,20.2,107.9,213.3
9/8/2016,-52.4,-6.3,50.4,-45.9,16.3,107.4,-44,11.9,82.2,-44.4,4.2,56.6,-44.4,4.2,56.6,12.6,98.5,209.5,25.4,115.3,221.9
9/9/2016,-48.8,0.9,60.5,-41.2,23.5,118.2,-40,19.2,91.4,-39.8,11.1,66.7,-39.8,11.1,66.7,19.3,107.9,221,29.9,124.7,234.1
9/12/2016,-47.5,3.7,61.9,-40.3,26.8,119.5,-38,21.3,92.5,-38.3,13.6,68.1,-38.3,13.6,68.1,18.4,108,221.8,31.9,127.6,236.2
9/13/2016,-46.1,6.9,66.2,-38.3,29.8,123.7,-36,24.8,96.6,-36.3,16.8,72.3,-36.3,16.8,72.3,19.1,110,223.5,34.6,132,241.2
9/14/2016,-49.5,2,61.8,-42.5,24.6,119.7,-40,19.5,91.9,-40.8,11.4,68.5,-40.8,11.4,68.5,17,106.9,222.8,32.2,129.2,239.5
9/15/2016,-48.6,3,65.5,-41.8,25.6,123.9,-40,21.1,95.6,-40,13.1,72.3,-40,13.1,72.3,15.2,106.8,226.1,34,133.2,246.1
9/16/2016,-50.3,0.6,63.5,-42.6,23.8,123,-42,19.2,93.6,-41.3,11.4,70.4,-41.3,11.4,70.4,15,107.5,226.5,33.8,134,245.6
9/19/2016,-49.8,1.5,63.3,-42.1,24.8,124.4,-41,20.5,93.4,-40.4,12.4,70.2,-40.4,12.4,70.2,11.1,103.1,221.4,31.3,131.1,242.5
9/20/2016,-51.3,-1.9,56.6,-43.4,21,116.9,-43,16.9,86.8,-42.4,8.7,63.5,-42.4,8.7,63.5,8.6,98.1,212.9,28.3,124.9,233.3
9/21/2016,-50.5,0.1,58.4,-42.2,22.5,117.7,-42,19.1,88.5,-41,10.6,65.5,-41,10.6,65.5,10.7,99.7,212.8,29.4,128,234.9
9/22/2016,-55.4,-9.8,46.6,-46.8,12.6,105.9,-46,9.8,77.5,-45.4,1,53.7,-45.4,1,53.7,6,91.7,203,24.2,118.8,223.5
9/23/2016,-54.9,-8.3,47.9,-46.2,14.4,106.9,-46,11.6,79.1,-45.6,3.1,54.3,-45.6,3.1,54.3,8.9,96.5,206.3,25.5,121.2,225.4
9/26/2016,-57.6,-11.8,44.4,-48.8,11.5,104.6,-49,8.4,75.7,-48.1,-0.5,50.9,-48.1,-0.5,50.9,5.6,91.6,203.1,24,118.3,224.3
9/27/2016,-60,-14.1,42.1,-50.2,10.2,104.4,-51,6.7,74.2,-49.5,-2.8,49.1,-49.5,-2.8,49.1,4.3,89.6,201.2,25.4,120.7,226.6
9/28/2016,-59.9,-14.7,41.4,-50.4,9.6,103.4,-50,6.5,73.8,-49.5,-3.1,48.4,-49.5,-3.1,48.4,4.3,89.4,199.1,24.1,118.1,222.7
9/29/2016,-57.9,-11.9,44.8,-48.8,13.1,106.6,-49,9.4,77.2,-47.6,0.1,51.8,-47.6,0.1,51.8,5.4,91.4,201.6,26.8,121,225.5
9/30/2016,-57.7,-12.2,44.4,-47.3,13.3,106.4,-49,9.4,77,-47.3,0.1,51.9,-47.3,0.1,51.9,3.7,87.8,198.4,26.2,118.6,224.1
10/3/2016,-56.6,-9.4,48.4,-46.7,16.8,110.7,-47,13.2,81.1,-45.4,3.6,55.9,-45.4,3.6,55.9,6.6,93.3,203.4,29.5,126.5,231.9
10/4/2016,-54.9,-5.6,52.9,-45.5,20.9,114.5,-46,16.8,85.7,-44.4,6.8,60.5,-44.4,6.8,60.5,9.2,97.4,208.8,31.1,130.5,236.7
10/5/2016,-51.5,-0.6,59.8,-41.2,26.7,122.4,-42,21.6,93.2,-40.5,12.2,67.3,-40.5,12.2,67.3,11,103.3,216.9,33.8,135.9,244.8
10/6/2016,-51.8,-2,59.6,-42.4,22.4,119.3,-42,19.4,93.2,-41.4,10.2,67.3,-41.4,10.2,67.3,9.4,100.6,214,32.8,134,243.8
10/7/2016,-49.5,1.8,64.5,-41.5,25.2,121.7,-41,22.9,98,-39.9,13.8,72,-39.9,13.8,72,10.2,101.3,215.3,35.6,138.2,247.3
10/10/2016,-48.2,5.4,69.6,-40.3,28.5,124.9,-40,26,103.7,-38.8,17,77.1,-38.8,17,77.1,10.7,102.4,215.7,36.1,139.4,249.2
10/11/2016,-49.2,2.4,64.5,-41.8,26.3,121.4,-40,22.4,98.6,-39.5,13.7,72.1,-39.5,13.7,72.1,10.5,101.3,214.9,34.3,137.5,248.1
10/12/2016,-46.7,6.5,69.4,-38.9,30.6,126.4,-37,26.5,103.5,-36.8,18.3,76.9,-36.8,18.3,76.9,13.1,106.1,220.1,36.3,141.7,251.6
10/13/2016,-48.7,3.7,64.7,-40.8,27.9,121.3,-39,23.3,98.7,-39,15.2,71.5,-39,15.2,71.5,12.9,111.4,220.9,35,137.6,249.6
10/14/2016,-48.5,5.6,67.8,-41.4,28.1,123.2,-39,23.9,101.5,-38.8,15.9,73.7,-38.8,15.9,73.7,12.6,112.2,223.6,35.1,137.9,250.8
10/17/2016,-48.9,5.3,68.2,-41.3,28.6,124.8,-39,23.9,101.9,-39.9,16.1,73.9,-39.9,16.1,73.9,11.5,111,223.1,36.2,139.8,252.1
10/18/2016,-50.1,3.4,66.2,-43.1,26.5,122.4,-41,22,99.9,-41.6,14.1,71.9,-41.6,14.1,71.9,11.2,109.6,220.3,35.1,138,248.3
10/19/2016,-50.1,2.8,65,-42.7,25.4,120.9,-41,21.2,98.9,-41.1,13.2,70.6,-41.1,13.2,70.6,11.2,111.1,221.8,35.7,138.3,249.4
10/20/2016,-50.7,0.2,59.7,-43.5,22.7,115.7,-42,18.1,93.6,-42.1,10.4,65.3,-42.1,10.4,65.3,11.7,110.2,221.3,35.7,136.7,248.3
10/21/2016,-49.9,0.5,61.4,-43,23,116.6,-41,18,95.3,-41.8,10.9,67.1,-41.8,10.9,67.1,11.4,111.3,221.3,35.8,137.3,247.3
10/24/2016,-48.8,2.2,64.7,-43.2,24.2,119.5,-41,19.7,100.2,-41,12.4,70.5,-41,12.4,70.5,10.3,110.2,220.6,35.9,138.9,248.8
10/25/2016,-47.5,2.9,64.6,-41.9,24.9,119.7,-40,20.9,98.9,-40.1,13,70.6,-40.1,13,70.6,9.4,108,220.1,35.8,138.1,249.6
10/26/2016,-43.7,8.4,71.6,-38.3,30.7,126.5,-37,26.4,104.5,-36.9,18.9,77.5,-36.9,18.9,77.5,11.7,112.7,226.1,41.5,145.7,256.5
10/27/2016,-39.7,16.9,82.8,-33.2,39,137.3,-33,34.4,115.2,-31.5,27.1,88.6,-31.5,27.1,88.6,17.5,119.3,237.5,48,153,266.8
10/28/2016,-39.3,16.6,79.7,-31.9,39.2,134.9,-32,34.2,111.6,-31.1,27.1,85.6,-31.1,27.1,85.6,21.2,122.8,240.3,54.1,158.4,272
10/31/2016,-40.2,16.1,78.7,-31.8,39,134,-33,34.2,110.3,-31.6,27.4,84.7,-31.6,27.4,84.7,17.3,119.6,236.3,64.5,166.1,271.8
11/1/2016,-39.5,17.7,79.9,-30.4,42.5,137,-31,36.2,112.1,-30.4,29.4,86,-30.4,29.4,86,23,129.3,244.3,70.5,175.1,279.2
11/2/2016,-42.8,12.9,75,-33.3,38,132.5,-34,31.9,108,-33.9,24.9,81.3,-33.9,24.9,81.3,17.2,120.3,234.7,63.4,166.2,270.5
11/3/2016,-41.1,15.7,77.3,-31.7,41,134.1,-32,34.8,110.5,-32.7,27.6,83.6,-32.7,27.6,83.6,17.8,123,239.1,63.6,169.3,276.3
11/4/2016,-42.9,13.3,72.9,-33.5,39.9,131.2,-33,32.9,107.8,-33.7,25.6,79.4,-33.7,25.6,79.4,20,126.6,243.2,67.2,175.2,282.3
11/7/2016,-41.9,15.2,75.4,-33,39.7,130.7,-32,34.1,110.3,-32.7,26.7,81.9,-32.7,26.7,81.9,18,124.1,241.7,63.7,170.5,279.5
11/8/2016,-40.3,18.6,79.5,-30.8,43.5,135.8,-31,37.6,114.7,-30.7,30.1,86.2,-30.7,30.1,86.2,19.7,125.2,240.5,65.3,172,280.1
11/9/2016,-40.7,20.2,82.3,-30.4,47.2,140,-31,40.3,117.9,-30.8,33.3,89.6,-30.8,33.3,89.6,21.4,127.4,244,67.2,175.1,285
11/10/2016,-36.7,27.2,90.9,-22.2,60.5,155.4,-26,49.3,127.3,-24.6,42.6,98.6,-24.6,42.6,98.6,29,138.7,259.1,76.4,189.6,302.4
11/11/2016,-33.3,30.7,94.3,-14.3,67.9,162.5,-22,56.2,131.7,-20.1,47.8,102.9,-20.1,47.8,102.9,36.1,147.1,266.9,86.1,201.8,312.6
11/14/2016,-32.9,31.7,95.3,-11.7,72.1,167.2,-17,60.7,133.9,-18.1,49.5,104.5,-18.1,49.5,104.5,42.7,151.6,271.7,93.3,207.7,317.9
11/15/2016,-33.5,30.6,91.8,-17.4,65.1,157.3,-20,56.4,129.6,-21.4,45.3,100.4,-21.4,45.3,100.4,39.9,145.6,263.5,83.8,196.1,303.3
11/16/2016,-33.3,29.6,90.8,-18.3,65.9,157.4,-19,55.6,128.4,-20.7,44.3,99.2,-20.7,44.3,99.2,47,154.1,270.7,89.7,203.1,308.4
11/17/2016,-34.4,27.7,89.2,-19,66.6,157.4,-20,54.4,126.6,-20.3,43.5,97.5,-20.3,43.5,97.5,49.2,159,275.7,94.7,209.2,313.2
11/18/2016,-36.7,27,89.5,-20.2,68.4,159.5,-22,54.3,127.5,-22.6,43.1,98,-22.6,43.1,98,47.4,159.1,273.9,93.1,209.1,311
11/21/2016,-37.2,27.2,89,-22.6,66.5,154.7,-24,54.4,127,-23.6,42.4,97.8,-23.6,42.4,97.8,51.3,160.7,276.6,94,206.8,312.5
11/22/2016,-43.5,21.8,84.6,-30,61.3,152.4,-30,49.1,123,-29.6,37.4,93.5,-29.6,37.4,93.5,47.4,152.2,269.6,92,202.2,308.2
11/23/2016,-39.8,26.1,89.1,-27.3,66.3,157.9,-26,54.4,130,-25.7,42.2,98.4,-25.7,42.2,98.4,51.9,159.4,275.7,99.1,211.5,315
11/24/2016,-43.1,25.7,90.7,-28.7,66.9,159.4,-29,54.7,131.9,-28.4,41.1,99.8,-28.4,41.1,99.8,54.6,158.6,277.5,100.6,212.9,314.7
11/25/2016,-43.7,23.8,89.1,-28.1,66.4,158.6,-29,54.3,131,-27.6,41.5,98.8,-27.6,41.5,98.8,54.2,157,278.8,98.9,208.6,311.4
11/28/2016,-46.6,20.3,84.9,-30.9,62.7,154.3,-31,52.3,127.5,-29.3,39.9,95,-29.3,39.9,95,53.2,155.9,277.5,98.7,206.6,308.7
11/29/2016,-46,21.9,86.4,-33.1,57.1,148.9,-32,51.4,128.6,-32.7,37.9,95.9,-32.7,37.9,95.9,51.2,150.7,272,90.6,194.2,299.4
11/30/2016,-43.2,27.3,94.1,-31.3,62.6,156.7,-30,54.1,135.9,-29,42.8,102.8,-29,42.8,102.8,47.9,154.8,275.4,88.5,198.6,303.3
12/1/2016,-38.5,36.6,104.3,-27.1,70.3,165.3,-25,61.3,144.9,-23.5,52.1,112.5,-23.5,52.1,112.5,53.1,161.2,284.7,93.7,204.8,312.2
12/2/2016,-42.6,27.9,94.5,-31.3,61.2,155,-30,51.7,132.7,-28.5,42.2,101.4,-28.5,42.2,101.4,47.5,153.9,278.9,84.1,190,298.5
12/5/2016,-38.5,33,99.1,-26.3,66.6,161.2,-26,55.4,136.6,-23.9,47.1,105.6,-23.9,47.1,105.6,45.1,154.9,280.5,87.9,198.2,304.5
12/6/2016,-34.8,37,103,-26.4,68.7,162.9,-24,57.7,139.3,-21.6,49.8,108.9,-21.6,49.8,108.9,37.7,148.9,271.3,82.8,194.1,298.8
12/7/2016,-36.6,34.3,101.7,-27.7,64.9,159.6,-26,54.9,136.8,-22.3,47,108.2,-22.3,47,108.2,34.6,142.2,262.6,78.1,188.5,291.8
12/8/2016,-40.2,38,112.1,-30.5,68.8,170.6,-31,57.7,146.3,-25.9,50.8,118.6,-25.9,50.8,118.6,36.2,150.1,273,81.5,199.4,305.7
12/9/2016,-44.4,36.2,116.2,-31.9,69.6,177.3,-33,59.4,150.3,-28.7,50.6,123,-28.7,50.6,123,31.5,151.1,279.6,80.3,203.8,313.9
12/12/2016,-41.7,39.6,120.5,-29.1,73.6,184.2,-29,64.9,156.2,-25.8,54.7,127.2,-25.8,54.7,127.2,29.3,149.6,282.8,75.5,199.3,311.9
12/13/2016,-44.1,35.6,114.8,-31.8,66.1,175.5,-32,59.6,149.9,-29.5,49.6,121.8,-29.5,49.6,121.8,24.8,142.8,276.2,65.4,187.2,299.9
12/14/2016,-47.3,29.8,106.4,-34.1,61.5,168.4,-34,53.8,142.4,-31.5,43.9,114.2,-31.5,43.9,114.2,21.7,139.9,271.6,56.8,179.3,293.1
12/15/2016,-44.6,36.2,113,-32.1,63.8,172,-31,60.1,148.7,-28.9,49.6,120.9,-28.9,49.6,120.9,25.3,141.7,272.4,61.7,182.3,296.4
12/16/2016,-47.5,31.2,104.6,-33.9,61,165.6,-33,55.7,140.5,-31.4,45.3,112.5,-31.4,45.3,112.5,27.4,142.1,268.9,64.3,187,296.9
12/19/2016,-52.3,24.4,95.6,-37.2,54.4,156.6,-36,48.9,131,-36,38.6,104,-36,38.6,104,24.5,135.9,260.8,59.8,181.6,288.9
12/20/2016,-49.7,26.5,98.3,-34.9,56.6,156.7,-34,50.6,133.8,-34.2,40.4,106.7,-34.2,40.4,106.7,20.5,133.4,254.7,60.2,183.7,289
12/21/2016,-50.7,24.3,94.6,-37.3,55.2,154,-35,47.5,130.3,-35.1,37.9,103,-35.1,37.9,103,22.9,136.3,257.5,57.9,182,288.3
12/22/2016,-50.3,25.7,96.2,-38,58.3,158,-33,48.7,132.1,-33.5,39.5,104.6,-33.5,39.5,104.6,25.4,139.8,260,59,184.9,290.5
12/23/2016,-52.9,21.8,91.5,-40.3,54.4,153.8,-36,44.7,127.6,-35.7,35.8,99.9,-35.7,35.8,99.9,25.6,137.3,257.6,57.7,181.8,287.5
12/26/2016,-52.9,21.8,91.5,-40.3,54.4,153.8,-36,44.7,127.6,-35.7,35.8,99.9,-35.7,35.8,99.9,25.6,137.3,257.6,57.7,181.8,287.5
12/27/2016,-56,20.3,90.9,-43.6,52.4,152.3,-39,43.3,126.9,-38.7,34.4,99.3,-38.7,34.4,99.3,25,138.5,258.2,58.6,184.2,289.9
12/28/2016,-55.9,19.1,90.7,-43.8,52.3,154.6,-39,42.5,126.6,-38.9,33.4,99.1,-38.9,33.4,99.1,23.5,133.6,253.7,58.4,180.9,288.2
12/29/2016,-55.5,17.1,87.6,-41.9,49.8,151.3,-38,39.9,124,-38.6,31.4,95.9,-38.6,31.4,95.9,23.4,132.2,252.6,58.8,179.2,287.7
12/30/2016,-54.3,20.4,94.1,-40.5,52.7,158.9,-38,41.8,130.2,-37.4,35,102.9,-37.4,35,102.9,26.3,138,261.1,59.6,181.2,292.8
1/2/2017,-55.4,18.5,92.9,-41.8,52.1,159.9,-39,40.2,129.4,-38.5,32.8,101.9,-38.5,32.8,101.9,23.9,132.7,259.3,53.7,173.9,288.4
1/3/2017,-51.8,26.1,100.5,-36.5,64,171.3,-36,48.9,139.9,-33.8,41.8,110.3,-33.8,41.8,110.3,29.3,141.5,271.6,61.8,186.3,301.4
1/4/2017,-52,27.3,104.1,-36.4,67,177.4,-36,51.2,144.7,-33.7,44.1,114,-33.7,44.1,114,28.2,143,274.4,63,186.8,303.5
1/5/2017,-50.4,24,98.6,-34,66.4,173.8,-33,49.1,139.6,-31.2,41.9,109,-31.2,41.9,109,30.3,147.8,278.7,69.2,192.9,310.3
1/6/2017,-47.2,29.6,105.8,-31.9,69.7,178.2,-31,54.2,146.8,-28.4,46.3,116,-28.4,46.3,116,32.6,153.7,283.2,71.4,195.9,313.8
1/9/2017,-48.9,27.5,104.9,-33.4,67.1,176.3,-32,51.2,147.1,-30.1,43,114.1,-30.1,43,114.1,25.4,146.8,276.9,64.1,189.1,307.6
1/10/2017,-47.3,28.3,105.3,-31.7,68.4,177.7,-32,52.6,145.3,-29.1,44.2,114.5,-29.1,44.2,114.5,24.7,147.2,274.8,64.5,191.2,306.2
1/11/2017,-48.3,32.4,102.1,-32.6,64.4,173.7,-33,49.5,141.3,-30,40.7,111.4,-30,40.7,111.4,22,141.1,269.2,62.1,186.5,301.3
1/12/2017,-48.7,31.2,103.2,-32.8,65.2,176.5,-33,49.4,141.9,-30.1,40.7,112.6,-30.1,40.7,112.6,21.6,140,270.3,64.3,189.1,304.4
1/13/2017,-47.8,33.6,109,-31.9,68.2,182,-33,52.1,147.6,-29,43.5,118.6,-29,43.5,118.6,21.2,142,273,63.5,189,306.5
1/16/2017,-50.5,32.1,106.9,-33.4,66.8,180.6,-35,51.7,145.7,-31,42.7,116.7,-31,42.7,116.7,19.1,141.5,273.8,63.5,190.3,309
1/17/2017,-49.7,32,106,-35.5,63.8,177,-35,51,144.2,-30.4,42.2,115.9,-30.4,42.2,115.9,16.4,138.3,270.6,62.1,190.7,310.4
1/18/2017,-47.1,35.3,109.4,-33.6,66.5,179.7,-33,54,146.2,-27.8,46.3,119.4,-27.8,46.3,119.4,19.7,143.8,274.9,63.3,195.2,315.7
1/19/2017,-45.1,37.8,113.2,-30.7,70,183.8,-32,56.2,149.8,-27,48.7,123.1,-27,48.7,123.1,22.9,147,277.7,66.4,197.9,317.3
1/20/2017,-41.7,42,119.1,-26.8,74.4,189.8,-29,60.1,155.6,-24.2,52.6,128.8,-24.2,52.6,128.8,24,149.6,281,68.2,201.4,321.5
1/23/2017,-45.5,36.1,112.1,-29.7,68.4,182.9,-33,54.8,148.7,-28.5,47.2,122.5,-28.5,47.2,122.5,19.9,142.7,274.5,65.4,198.3,317.4
1/24/2017,-42.4,40.6,115.6,-27.1,73,186.5,-30,59.1,152.1,-25.5,51.4,125.8,-25.5,51.4,125.8,23.7,149.8,281.2,68,203.5,320.9
1/25/2017,-37.9,46.3,121.4,-21.8,80.8,195.2,-25,65.4,158.2,-20.3,57.9,131.6,-20.3,57.9,131.6,26.8,153,286,71.4,210.2,325.7
1/26/2017,-36.3,48.2,122.5,-18.8,85.5,199.8,-23,69.6,159.9,-16.8,61.4,133,-16.8,61.4,133,30.5,156.1,287.4,83.3,222.6,334.7
1/27/2017,-36.9,46,118.4,1,100.1,196.8,-23,69.1,156.5,-16.9,59.6,129.3,-16.9,59.6,129.3,30.9,157.8,289.5,86.1,222.1,330.2
1/30/2017,-38.5,44.7,117.3,2.7,101.7,197.4,-23,69.6,156.3,-17,60,128.7,-17,60,128.7,36.7,162.2,291.8,97,231.8,338.1
1/31/2017,-40.6,43.4,115.1,0.9,97.9,193.5,-26,67.7,153.5,-19.7,57.2,125.9,-19.7,57.2,125.9,33.5,158.9,288.4,91.9,225.3,330.9
2/1/2017,-29.7,46.6,120.8,2.7,99.9,195.5,-25,71.4,159,-18.9,61.3,131.6,-18.9,61.3,131.6,37.3,167.2,298.2,93.5,230.7,336.1
2/2/2017,-34,42.4,116.6,-2.2,95.8,190.6,-30,65.4,154,-23.4,56.7,127.6,-23.4,56.7,127.6,31.9,163.2,295.7,85.9,222.8,331
2/3/2017,-35.6,41,116.8,-4.3,98.9,196.4,-32,65,154.3,-24.7,57.2,128,-24.7,57.2,128,32.6,167.3,299.7,87.8,225.8,337.8
2/6/2017,-40.3,36.8,113.9,-2.2,101.1,203.5,-34,64.1,152.7,-26,56.6,126,-26,56.6,126,38.4,177.8,308.9,97.6,236.7,348.4
2/7/2017,-41.5,34.8,113.6,-3.6,100.3,203.4,-35,61.7,152.1,-27.2,53.8,125.2,-27.2,53.8,125.2,37.1,176.1,310,95.1,235.8,351
2/8/2017,-45.5,29.4,106.9,-9.2,86.9,190.2,-38,56.6,145.9,-31,62.9,119.2,-31,62.9,119.2,33.4,168.7,303.6,88.5,223.8,341.7
2/9/2017,-43.9,31,106.9,-10.4,85.5,185.4,-37,56.9,146.2,-31,64,118.9,-31,64,118.9,28.4,161.5,296,83.2,216.5,333.8
2/10/2017,-44.4,31.8,110.4,-9,89.4,190.2,-37,58.9,151,-29.6,67.3,123.5,-29.6,67.3,123.5,32,169.1,302.3,91.2,226.3,344
2/13/2017,-43.5,33,111.9,-9.1,86.9,187.3,-36,59.7,152.9,-29,66.6,124.5,-29,66.6,124.5,30.3,165.4,298.1,89.7,221.7,338
2/14/2017,-42.3,36.4,116.8,-8.6,89.5,191.2,-35,62.6,158,-27.6,68.2,129.1,-27.6,68.2,129.1,29.7,165.9,299.7,90.4,222.4,337.4
2/15/2017,-42.2,37.2,118.4,-8.9,89.3,192.7,-35,63.6,160.1,-27.2,69.1,130.6,-27.2,69.1,130.6,29,167.4,301.7,91,223.3,337.8
2/16/2017,-42.5,34.7,113.9,-11.2,85.4,187.4,-35,59.7,155.9,-27.8,64.1,125.8,-27.8,64.1,125.8,26.3,159,292.8,87.4,213.9,327.4
2/17/2017,-46.5,30,108.1,-12.9,83.2,185.9,-36,58.4,152.6,-28.9,62.7,120.4,-28.9,62.7,120.4,28.6,162.1,294.6,90.1,218.1,330.1
2/20/2017,-49,29.5,109.6,-13.7,85.2,187.5,-36,59.6,155.1,-30.6,62.8,121.8,-30.6,62.8,121.8,28.3,159.5,291.6,90.6,217.2,329.1
2/21/2017,-49.5,29.8,110.6,-13,85.3,188.6,-35,60,156.5,-30.6,62.7,123,-30.6,62.7,123,34.2,166.8,299,95.7,223.3,331.5
2/22/2017,-52.9,27.7,107.4,-18.4,76.7,179.3,-38,57,153.4,-33.1,59.8,119.9,-33.1,59.8,119.9,34.4,167.2,301.1,94.1,218.3,329.5
2/23/2017,-56.6,23,100,-21.5,75.7,176.8,-42,51,145.5,-38.1,54.3,111.8,-38.1,54.3,111.8,33.4,167.1,300.7,96.3,221.4,331.4
2/24/2017,-60,18.4,93.5,-23.3,71.6,170.1,-46,43.5,138,-42.2,47.4,105,-42.2,47.4,105,54.8,168.8,291.9,96.3,218.8,327.3
2/27/2017,-58.7,19.7,96.4,-22.7,69.8,167.3,-45,42.4,140,-41.7,46.6,106.4,-41.7,46.6,106.4,49.5,164.3,286,89.6,212.7,323
2/28/2017,-57.5,20.6,98.9,-21.7,70.2,168.7,-44,42.6,141.8,-40.8,47.7,108.6,-40.8,47.7,108.6,48.6,163.6,283.5,82,207.9,318.1
3/1/2017,-50.2,28,107.6,-16.4,73.6,172.4,-37,49.1,149.8,-35.8,53.9,116.9,-35.8,53.9,116.9,49.6,167.8,289.4,82.8,211.7,321.2
3/2/2017,-47.4,31.5,112.2,-14.3,77.1,177.1,-35,51.4,154.1,-34.1,56.3,121.6,-34.1,56.3,121.6,50.9,168.9,290.9,83.9,213,322.4
3/3/2017,-42.1,35.3,114.5,-12.5,80.5,178.7,-33,53.3,156,-30.5,60.1,123.7,-30.5,60.1,123.7,47.9,166.6,289.2,78.8,209.4,316.7
3/6/2017,-43.6,33.8,113.9,-13,80.1,180.5,-34,52.3,155.1,-31.1,59.7,123,-31.1,59.7,123,50.7,171.4,294.2,82.4,215.7,323.6
3/7/2017,-47.6,31.7,113.6,-15.6,81.6,182.2,-38,51.2,154,-33.2,59.4,123,-33.2,59.4,123,50.1,172.6,297.3,83.3,218.6,327.7
3/8/2017,-42.5,36.7,117.9,-12.7,86.9,187.1,-33,55.3,155.3,-27.8,63.8,127.2,-27.8,63.8,127.2,55.5,179.8,306,90.2,224.8,335
3/9/2017,-38.7,42.3,123.4,-9.7,92.6,194.7,-31,60.1,159,-25.8,68.2,132.2,-25.8,68.2,132.2,57.3,182.6,311,94.3,230.6,341
3/10/2017,-31.1,48.1,124.9,-2.9,98.2,196.7,-26,66.2,160.5,-19.9,73.6,133.7,-19.9,73.6,133.7,64.1,187.4,317.1,102,235.5,347.4
3/13/2017,-31.3,46.9,123.2,-0.9,96.2,194.5,-26,65.3,158.9,-20.3,72.6,132.1,-20.3,72.6,132.1,65.3,189.2,316.5,103.6,235.5,345.6
3/14/2017,-34.1,44.3,119.3,-1.5,94.8,192.6,-28,63.4,154.8,-21.6,70.5,128.3,-21.6,70.5,128.3,61.3,185.9,312.3,101.2,233.3,341.3
3/15/2017,-36.2,41.2,117,-3.7,89.4,187,-30,60.1,152.5,-24.8,66.1,125.9,-24.8,66.1,125.9,58,182.4,307.5,96.5,229.1,338.6
3/16/2017,-32.8,44.5,120.4,0.8,93.4,192.6,-25,63.7,156.4,-20.7,69.1,129.1,-20.7,69.1,129.1,61.8,188.7,313.4,100.7,235.7,345.8
3/17/2017,-33.2,43.2,117.3,0.3,92.4,191.5,-25,62.9,153.3,-23.5,68,126,-23.5,68,126,59.6,186.6,310,100.3,235.1,345.1
